问题名,问题具体内容,回答信息
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,"受到 @夜路川 答主勇于用python进化自己室友的激励，我顺便深挖了一下《数码宝贝》第一部第五集中光子郎在电脑上敲出的代码，终于把原始代码跑了出来，视频在最后。 《数码宝贝》第一部第五集截图 虽然这段代码会自己乱动并让甲虫兽进化，显得狂拽酷炫吊炸天，但其实和第十集出现的代码是一模一样的（而动画里表现出的效果明显不同）。第十集里的代码反而看得更清楚一点。 《数码宝贝》第一部第十集截图 根据这张图抽出文本如下： 100 /* func sample. coast creation */ 110 float s 120 while s<1 or s>=2 130 input ""ratio 1 to 2"";s 140 endwhile 150 s = (s-1)/10+1 160 screen 1,2,1,1 170 s=sqr(s*s-1) 180 float x0=100, x1=412, y0=0, y1=0 190 fractal(x0,x1,y0,y1,1) 200 line(100, 50, 412, 50, 255, 65535) 210 end 220 func fractal(x0;float,x1;float,y0;float,y1;float,sp;int) 230 float l, r, x2, y2 240 l=sqr((x1-x0)*(x1-x0)+(y1-y0)*(y1-y0)) 250 if l<2 or sp>=9 then { 260 line(x0,y0/3+50,x1,y1/3+50,255,65535) : return() 270 } 280 r=rnd()+rnd()+rnd()-2 290 x2=(x0+x1)/2+s*(y1-y0)*r 300 y2=(y0+y1)/2+s*(x0-x1)*r 310 sp = sp + 1 320 fractal(x0,x2,y0,y2,sp) 330 fractal(x2,x1,y2,y1,sp) 340 endfunc 如果想重新原汁原味地运行这段代码，首先要明确它的语言和版本。注意到注释和变量定义的语法更接近C系语言，但还有endwhile、func、endfunc等关键字，可以确定这不是VB或者其他主流的BASIC系语言。但是代码行号的格式暴露了这货肯定是个远古产物，我本来想看看"
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,"2020年，光子郎用Python打开了数码宝贝世界的大门，也象征着我们的青春结束了。 不说别的，就看他写了什么。 坐标是数码宝贝第一部的第五集 这是和 黑安杜鲁兽 战斗时 光子郎用来进化甲虫兽的代码 发现这大概像一段VB代码。不敢确定。 根据诸位大佬的研究，光子郎的代码是X-Basic 破千了！！ 十分感谢各位大佬的抬爱。在各位大佬的指正下，把这个看不清楚写错的文本修正一下。 转文本如下： 100 /* func sample.coast creation */ 110 float s 120 while s<1 or s>=2 130 input ""ratio 1 to 2"";s 140 endwhile 150 s = (s-1)/10+1 160 screen 1,2,1,1 170 s=sqr(s*s-1) 180 float x0=100, x1=412, y0=0, y1=0 190 fractal(x0,x1,y0,y1,1) 200 line(100,50,412,50,255,65535) 210 end 220 func fractal(x0;float,x1;float,y0;float,y1;float,sp;int) 230 float l,r,x2,y2 240 l=sqr((x1-x0)*(x1-x0)+(y1-y0)*(y1-y0)) 250 if l<2 or sp>=9 then ( 260 line(x0,y0/3+50,x1,y1/3+50,255,65535) :return() 270 ) 280 r=rnd()+rnd()+rnd()-2 290 x2=(x0+x1)/2+s*(y1-y0)*r 300 y2=(y0+y1)/2+s*(x0-x1)*r 310 sp = sp + 1 320 fractal(x0,x2,y0,y2,sp) 330 fractal(x2,x1,y2,y1,sp) 340 endfunc 对这段代码的个人理解如下： 定义一个浮点数 s 当 s<1 或 s>=2 s = input(""ratio 1 to 2"") s = (s-1)/10+1 screen 估计是一个类？不知道有什么用 大佬指出 这是一个屏幕控制命令 sqr 估计是开方函数 s = s^2-1 定义四个浮点数 调用fracta"
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,"2020年，光子郎用Python打开了数码宝贝世界的大门，也象征着我们的青春结束了。 不说别的，就看他写了什么。 坐标是数码宝贝第一部的第五集 这是和 黑安杜鲁兽 战斗时 光子郎用来进化甲虫兽的代码 发现这大概像一段VB代码。不敢确定。 根据诸位大佬的研究，光子郎的代码是X-Basic 破千了！！ 十分感谢各位大佬的抬爱。在各位大佬的指正下，把这个看不清楚写错的文本修正一下。 转文本如下： 100 /* func sample.coast creation */ 110 float s 120 while s<1 or s>=2 130 input ""ratio 1 to 2"";s 140 endwhile 150 s = (s-1)/10+1 160 screen 1,2,1,1 170 s=sqr(s*s-1) 180 float x0=100, x1=412, y0=0, y1=0 190 fractal(x0,x1,y0,y1,1) 200 line(100,50,412,50,255,65535) 210 end 220 func fractal(x0;float,x1;float,y0;float,y1;float,sp;int) 230 float l,r,x2,y2 240 l=sqr((x1-x0)*(x1-x0)+(y1-y0)*(y1-y0)) 250 if l<2 or sp>=9 then ( 260 line(x0,y0/3+50,x1,y1/3+50,255,65535) :return() 270 ) 280 r=rnd()+rnd()+rnd()-2 290 x2=(x0+x1)/2+s*(y1-y0)*r 300 y2=(y0+y1)/2+s*(x0-x1)*r 310 sp = sp + 1 320 fractal(x0,x2,y0,y2,sp) 330 fractal(x2,x1,y2,y1,sp) 340 endfunc 对这段代码的个人理解如下： 定义一个浮点数 s 当 s<1 或 s>=2 s = input(""ratio 1 to 2"") s = (s-1)/10+1 screen 估计是一个类？不知道有什么用 大佬指出 这是一个屏幕控制命令 sqr 估计是开方函数 s = s^2-1 定义四个浮点数 调用fracta"
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,前方多图，流量预警 ———————————————————————— 友情提示，本文配合此音乐服用效果更佳： 07 - Digital Scratch! ~～光子郎のテーマ～#2 [-] Digital Scratch! ~Koushirou no Theme~ #2 有句话叫做不看广告看疗效，我们就直接来看看光子郎都有过哪些优秀操作吧。 光子郎的成就不完全统计： 1.成功分析出了动力室的程序，并且用程序手动进化了甲虫兽（技术宅威武）。 2.成功获取遗迹的地图，并且还建立了语音通讯来指导美美如何走出这个迷宫一样的地方。 3.分析了发现希望徽章后出现的那个山洞里面的程序，直接得出了数码世界是建立在现实世界之上的结论。（我觉得这段是光子郎最神的一幕。） 4.发现了分子兽在金字塔之下的密道。 5.基本上找出了石盘上卡牌摆放的内在规律。（之前在水底，玄内说的那些东西也基本上只有他才能完全理解，最后干脆单独和他说。） 6.成功设置好了玄内传给他的“数码结界”程序，正是靠着这个程序才保护了他一家人的安全。 （你看不见我~你看不见我~你看不见我……） 7.连接了巨鲸兽的视觉系统可以看见巨鲸兽所看见的，并且还配合嘉儿的哨声完成了一个“声纳系统”。 8.通过查询玄内老人给他的数码宝贝图鉴，光子郎发现了战斗暴龙兽的杀手锏“恐龙克星”，给了孩子们一针强心剂。 9.虽然一开始由于使用电脑造成暴露目标，但是光子郎很快就把他和太一的方位变成了”禁忌的多重存在“让敌人一头雾水。 10.没错，重头戏来了。在剧场版《我们的战争游戏》里，光子郎开始疯狂地秀起了操作(值得一提的是，在另一部同为细田守指导的电影《夏日大作战》里，主角也是一个技术宅)： (1).看一个人的技术水平，可以看和他交流的都是些什么水平的人（光子郎自己也说过，在数码世界里最希望的事就是回到家上网发邮件给他的朋友）： 当然了，更diao的在后面，这水是有多深… (2).小试牛刀，几下子就成功连上ISDN网络。 (3).在由于地狱使者兽入侵导致掉线以后，通过卫星电话连接上了外国节点再次进入了网络。 (4).最后的关头，光子郎意识到BOSS的速度太快导致无法锁定，直接快速把巨量的邮件全转发到BOSS的邮箱，于是，BOSS卡机了……，被奥米加兽成功击杀。 10.剧场版里的夏天过去了，在第二部的故事里光子郎依然风头强劲，多次发挥重要作用。 (
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,前方多图，流量预警 ———————————————————————— 友情提示，本文配合此音乐服用效果更佳： 07 - Digital Scratch! ~～光子郎のテーマ～#2 [-] Digital Scratch! ~Koushirou no Theme~ #2 有句话叫做不看广告看疗效，我们就直接来看看光子郎都有过哪些优秀操作吧。 光子郎的成就不完全统计： 1.成功分析出了动力室的程序，并且用程序手动进化了甲虫兽（技术宅威武）。 2.成功获取遗迹的地图，并且还建立了语音通讯来指导美美如何走出这个迷宫一样的地方。 3.分析了发现希望徽章后出现的那个山洞里面的程序，直接得出了数码世界是建立在现实世界之上的结论。（我觉得这段是光子郎最神的一幕。） 4.发现了分子兽在金字塔之下的密道。 5.基本上找出了石盘上卡牌摆放的内在规律。（之前在水底，玄内说的那些东西也基本上只有他才能完全理解，最后干脆单独和他说。） 6.成功设置好了玄内传给他的“数码结界”程序，正是靠着这个程序才保护了他一家人的安全。 （你看不见我~你看不见我~你看不见我……） 7.连接了巨鲸兽的视觉系统可以看见巨鲸兽所看见的，并且还配合嘉儿的哨声完成了一个“声纳系统”。 8.通过查询玄内老人给他的数码宝贝图鉴，光子郎发现了战斗暴龙兽的杀手锏“恐龙克星”，给了孩子们一针强心剂。 9.虽然一开始由于使用电脑造成暴露目标，但是光子郎很快就把他和太一的方位变成了”禁忌的多重存在“让敌人一头雾水。 10.没错，重头戏来了。在剧场版《我们的战争游戏》里，光子郎开始疯狂地秀起了操作(值得一提的是，在另一部同为细田守指导的电影《夏日大作战》里，主角也是一个技术宅)： (1).看一个人的技术水平，可以看和他交流的都是些什么水平的人（光子郎自己也说过，在数码世界里最希望的事就是回到家上网发邮件给他的朋友）： 当然了，更diao的在后面，这水是有多深… (2).小试牛刀，几下子就成功连上ISDN网络。 (3).在由于地狱使者兽入侵导致掉线以后，通过卫星电话连接上了外国节点再次进入了网络。 (4).最后的关头，光子郎意识到BOSS的速度太快导致无法锁定，直接快速把巨量的邮件全转发到BOSS的邮箱，于是，BOSS卡机了……，被奥米加兽成功击杀。 10.剧场版里的夏天过去了，在第二部的故事里光子郎依然风头强劲，多次发挥重要作用。 (
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,我来歪个楼吧，我不是学编程的，但是我懂一点日语，也是数码宝贝的铁杆粉丝。 偶然一我看到了这张图，所以想要吧墙上的文字解出来，看一看究竟是什么意思。于是想要翻译墙上的文字。 00:54 模仿光子郎解读暗号 墙上的文字是五十音平假名符号化了。（这在日漫中不算不常见，在《信蜂》、《家庭教师》、都有这样的字体出现。 不过 墙上的图并不是按照50音家名完全对应的，存在着大约百分之10比例的干扰图形。 （视频里我空出的部分就是在deji文字对照表里从未出现的图形，而红色的部分是与对照表图形有像的地方但是不完全一样靠猜测大致翻译的文字） 也就是说有几个图形并不在五十音里面。这大概就是光子郎一直敲键盘的原因吧。 这些李鬼们严重的吸引到了光子郎小朋友的注意力导致他连他的小女朋友都不顾。（笑 这种感觉就好比一部分文字里大部分的字都认识但是因为有几个字不认识影响理解 众所周知（也许不见得）日语中纯假名表述属于表音符号，相当于我们把拼音拆开了写这样的情况，那么就导致中间缺少的音非常影响理解整段话的意思。 我认为，制作方的用意应该是把这个数码宝贝的世界线说明，dejimoji化之后贴在动画的遗迹墙上了，所以光子郎才会说，只要读懂墙上的文字，就可以知道数码世界的意义了。 嗯，上道。四年级的小孩子居然这么上道。 然后，从结果上看，后期光子郎能够推出数码世界是与现实世界重叠的另一个世界这一点看，光子郎的进展应该是比我快。因为我解出来的密码只是一首糟糕的诗。 （当然，也许因为我日语不是母语，在缺少大量音之后根本无法达意，而光子郎小朋友通过一系列的方式最终破解了全部的密码，并顺利读懂。） 大家知道一段话，中间缺东西是什么感觉吗？ （大家做过完形填空吗？） 从其他答案那些程序员们运行程序过程中出现的情况来看，动画的文字部分应该也并未特别考究，所以光子郎背景墙上的文字应该是随机写的。 只是设定上说墙上写着数码宝贝世界的运行法则。 不过，既然这么想要知道这句话什么意思，那么我们有百度翻译啊。 百度翻译上人家这么说： （嗯好吧，还挺应景的啊）
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,"（是因为我强调“玩Python”，所以把宠物小精灵也推给我了么 ^_^ ） 前面 夜路川 的考据十分专业，赞一个先。其中回帖里很多网友提到这是老Basic或GwBasic，不过各位只知其一不知其二。这个屏幕截图确实是Basic的大量变种之一，但却是一个非常非常小众的分支，恐怕国内真没有几个人用过 —— 它是 1987 年 日本夏普为其 Sharp 68000 机器设计的 X-Basic 语言（别问我怎么知道的）。 典型的X-Basic程序代码 其实从截屏中也可以看出它和其他basic变种之间的显著区别，比如： 使用 /* ... */ 这种C风格的块注释，而不是 basic 标准的REM或引号； 使用 func ... endfunc 定义函数而不是 basic 标准的 DEF ； 直接用 float s 定义浮点数变量，而不是使用 basic 标准的 DIM As； if then 后面居然用花括号包装语句，而且还出现了 return() ！ 一方面使用古老的行号，另一方面却有大量的缩进结构。要知道当时即使权威的Basic教材里，语句一般也都是全部顶格书写的。 所以可以推断，这个语言的设计师当时受了很多C语言的影响。回想当年有很多改进Basic语言的努力，比如加入面向对象特征等等，所以这个语法确实是那个年代的风格。 最后跟这个帖炸出来的老程序员们握个手！看到 screen 1,2,1,1 这一句时，感觉眼泪都要出来了，真的是30年前的回忆啊！当时使用的显示器是显像管那种，有CGA、EGA等不同型号，支持的颜色和分辨率都不同。screen这个命令就是用来指示显示器切换到哪一种模式。不过 X-BASIC 里面的screen参数含义与国内熟悉的 GW-BASIC 不太一样（可能当时日本的显示器指标普遍更高）：其中第一个参数 1 代表的是让显示器切换到512*512分辨率（我记得GWBasic里是320*320）、第二个参数2代表的是让显示器进入16色状态（可以显示16种颜色、不是16位颜色！），第三个参数1代表高分辨率模式，第四个好像是代表内存缓存开关（记不清了）。 这几天好像特别喜欢怀旧，昨天刚考证了 1991年爱国者导弹那次事故 ，今天直接飞回1987年了。我大概真的是老了吧 …… （还好头发还在，请各位CS同学安心学习、勇敢从业）"
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,引用： 为什么电影中的黑客几乎绝不用鼠标？ - 黑客 (Hacker) 我觉得题主应该去看下秒速五厘米，男主会。。。。结果。。。。语法是php，左边的文件目录结构是jsp。
怎样评价《数码宝贝》第一部中的泉光子郎的编程水平？,无详细描述,前面高赞回答的各位大佬们已经扒过光子郎的代码了，我就不再扒了。 当时光子郎才小学四年级，能用X-Basic写代码还原迷宫，说中科大少年班水平都不为过。 光子郎代码运行结果 但是其实大家不必太过讶异，光子郎还真不是编剧给开挂了，因为在很多发达国家，许多小学生都具备一定的编程能力。 在光子郎的家乡日本，孩子们5岁就可以学编程了。 是的你没看错……5岁…… 在欧美国家，编程甚至早已成为中小学必修科目。 不过动画归动画，现实是现实。 动画里光子郎是用编程语言写代码，但现实中，这些中小学生基本都是用MIT（麻省理工学院）的LLK团队开发的Scratch编程工具进行编程学习，主要学习的是运算思维。 不过，靠它完成一个迷宫程序还是轻而易举的： ▲10岁小学生用Scratch编程工具做出的迷宫游戏 综上，小学四年级的光子郎会编程不奇怪，牛逼的是他是用真编程语言写代码，而别的小学生需要借助编程工具来实现整个程序操作。 现实点说，现在很多计算机专业的大学生恐怕都比不上动画中的光子郎，因为真的从小接触编程语言的人真的很少。光子郎是妥妥的赢在起跑线上。不过也有例外，BT之父的Bram Cohen（布莱姆•科恩）就是五岁的时候开始学习C语言，到十六岁，他已经学会了三种编程语言了。 但这样的天才是真的屈指可数，动画中的光子郎可能就是Bram Cohen这种水平吧，谁看了不说一句牛逼呢！
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,"python能做太多有趣的事了，看看我是怎么玩的 先动动小手关注一下呀 @朱卫军 ，已经写了几百篇原创技术回答和文章，后续会继续努力！ 自动发邮件 朱卫军：干货 | 解放双手,用Python实现自动发送邮件 599 赞同 · 97 评论 文章 自动化操作excel 朱卫军：xlwings，让excel飞起来！ 1353 赞同 · 64 评论 文章 朱卫军：python读写excel等数据文件方法汇总 573 赞同 · 12 评论 文章 用python进行办公自动化都需要学习什么知识呢？ 1381 赞同 · 43 评论 回答 最近做了个Python办公自动化的Live讲座，里面对技术讲得更加详细 广告 如何利用python进行自动化办公？ 作者 朱卫军 ¥9.99 去查看 大家有什么编程或者求职的问题可以在值乎向我提问哈 朱卫军 53 次咨询 4.9 Python优秀回答者 汽车制造业 数据分析师 去咨询 定制酷炫二维码 朱卫军：教你使用Python制作酷炫二维码 672 赞同 · 71 评论 文章 下载视频、MP3 朱卫军：教你使用Python下载b站等各大主流网站音视频 716 赞同 · 89 评论 文章 爬虫 朱卫军：哪吒票房超复联4，100行python代码抓取豆瓣短评，看看网友怎么说 311 赞同 · 23 评论 文章 朱卫军：使用requests爬取python岗位招聘数据 94 赞同 · 15 评论 文章 朱卫军：小白如何入门 Python 爬虫？ 2978 赞同 · 115 评论 文章 你是如何开始能写 Python 爬虫？ 1417 赞同 · 79 评论 回答 朱卫军：干货！python爬虫100个入门项目 2893 赞同 · 85 评论 文章 朱卫军：selenium入门详细指南（附淘宝抢购案例） 301 赞同 · 27 评论 文章 朱卫军：这个Pandas函数可以自动爬取Web图表 188 赞同 · 7 评论 文章 朱卫军：使用Python验证常见的50个正则表达式 817 赞同 · 36 评论 文章 HTML\网页自动生成PDF 朱卫军：pdfkit | 利用python实现html文件转pdf 126 赞同 · 29 评论 文章 从PDf中抽取图表 朱卫军：如何使用python提取pdf表格及文本，并保存到excel 419 赞同 · 32 "
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,"朱卫军：干货 | 解放双手,用Python实现自动发送邮件 599 赞同 · 97 评论 文章"
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,"python能做太多有趣的事了，看看我是怎么玩的 先动动小手关注一下呀 @朱卫军 ，已经写了几百篇原创技术回答和文章，后续会继续努力！ 自动发邮件 朱卫军：干货 | 解放双手,用Python实现自动发送邮件 599 赞同 · 97 评论 文章 自动化操作excel 朱卫军：xlwings，让excel飞起来！ 1353 赞同 · 64 评论 文章 朱卫军：python读写excel等数据文件方法汇总 573 赞同 · 12 评论 文章 用python进行办公自动化都需要学习什么知识呢？ 1381 赞同 · 43 评论 回答 最近做了个Python办公自动化的Live讲座，里面对技术讲得更加详细 广告 如何利用python进行自动化办公？ 作者 朱卫军 ¥9.99 去查看 大家有什么编程或者求职的问题可以在值乎向我提问哈 朱卫军 53 次咨询 4.9 Python优秀回答者 汽车制造业 数据分析师 去咨询 定制酷炫二维码 朱卫军：教你使用Python制作酷炫二维码 672 赞同 · 71 评论 文章 下载视频、MP3 朱卫军：教你使用Python下载b站等各大主流网站音视频 716 赞同 · 89 评论 文章 爬虫 朱卫军：哪吒票房超复联4，100行python代码抓取豆瓣短评，看看网友怎么说 311 赞同 · 23 评论 文章 朱卫军：使用requests爬取python岗位招聘数据 94 赞同 · 15 评论 文章 朱卫军：小白如何入门 Python 爬虫？ 2978 赞同 · 115 评论 文章 你是如何开始能写 Python 爬虫？ 1417 赞同 · 79 评论 回答 朱卫军：干货！python爬虫100个入门项目 2893 赞同 · 85 评论 文章 朱卫军：selenium入门详细指南（附淘宝抢购案例） 301 赞同 · 27 评论 文章 朱卫军：这个Pandas函数可以自动爬取Web图表 188 赞同 · 7 评论 文章 朱卫军：使用Python验证常见的50个正则表达式 817 赞同 · 36 评论 文章 HTML\网页自动生成PDF 朱卫军：pdfkit | 利用python实现html文件转pdf 126 赞同 · 29 评论 文章 从PDf中抽取图表 朱卫军：如何使用python提取pdf表格及文本，并保存到excel 419 赞同 · 32 "
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,能写的东西可太多了，日常生活的有这么些有趣的教程： 比如哄哄女朋友：Python导出微信聊天记录并生成词云，备用地址： 向手机发送通知：教你如何使用Python向手机发送通知(IFTTT)，备用地址： 文献搜索工具：你不得不知道的python超级文献搜索工具，备用地址: 制作日历：Excel+Python=精美壁纸日历 任意DIY 检测人脸是否佩戴口罩：20行代码检测人脸是否佩戴口罩，备用地址： 打水印：超简单Python安全批量打水印教程！ 提取音乐高潮：Python 制作音乐高潮副歌提取器，备用地址： 如果你想成为超级极客，可以看看这些文章： 树莓派+智能音箱：Python声控普通风扇、Python声控开机 树莓派+摄像头：Python人脸识别开机 Python 深度学习图像风格迁移 想看更多 更多有趣的Python教程欢迎关注公众号：Python实用宝典 或者访问网站：Python实用宝典
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,熊孩子浏览器 我们家娃喜欢看电视，一看就没够，为了让她在看电视的时候做点儿有意义的事情，我用python做了一个小程序，叫bear_kids_player. 说起来也简单，就是在播放视频的时候每隔一段时间弹出一个对话框，里面有一个问题，让孩子输入。答对了对话框就销毁，然后视频就接着播放；答不对，对话框就一直在那里，视频停止。 最初的设定只是让孩子输入字母或者做做加法，后来加了一点改进，目前可以显示图片，并且自动朗读显示的单词。 具体安装只要用pip install bear_kids_player 就可以。 安装结束以后，用如下命令可以启动： import bear_kids_player import run_bear_kids_player run_bear_kids_player.run_bear_kids_player() ctrl+o 可以打开视频 ctrl +F2 可以关闭视频 在 .../bear_kids_player 文件加下有一个config.csv 文件，可以对一些参数进行设定 比如：Intervals(间隔时间)， 打开文件的快捷方式，关闭文件的快捷方式，题库筛选的阈值，题库筛选所需的类型 另外还有一个questions.csv 文件，这是一个题库。这个题库可以自己输入题目，答案，类型，以及想要显示在对话框里的图片链接，可以依据个人的情况自己添加题目。 下面是一个简单的演示 当然由于朗读功能使用的是gtts实际上链接google获取音频的，所以在国内可能朗读功能会不那么好用。不过本来也就给自己娃写的程序，倒是也没指望推广。 python的主程序用的pyqt5，总共用了我大概一周业余时间完成，由于对一些库以及发布python包不是很熟悉所以浪费了很多时间。 此外，视频解码程序是K-Lite_Codec_Pack_1526_Basic（17MB），可以从 下载到，需要安装解码程序才能对常见的视频格式进行支持。 家里的娃娃三岁半，原本小写字母认不熟，许多字母会搞混譬如p，q，g，d，b，还有一些小写字母认不出，教了无数遍都不上心学。自从使用了这个程序大概三天左右，小写字母都差不多认识了。增加了单词输入题目以后，娃娃只用了两天就可以不依赖我的帮助，自己把我事先设定的10个单词准确输入了。我们家娃从来没接触过键盘，有这个成绩我还比较满意。 后面可能会做
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,熊孩子浏览器 我们家娃喜欢看电视，一看就没够，为了让她在看电视的时候做点儿有意义的事情，我用python做了一个小程序，叫bear_kids_player. 说起来也简单，就是在播放视频的时候每隔一段时间弹出一个对话框，里面有一个问题，让孩子输入。答对了对话框就销毁，然后视频就接着播放；答不对，对话框就一直在那里，视频停止。 最初的设定只是让孩子输入字母或者做做加法，后来加了一点改进，目前可以显示图片，并且自动朗读显示的单词。 具体安装只要用pip install bear_kids_player 就可以。 安装结束以后，用如下命令可以启动： import bear_kids_player import run_bear_kids_player run_bear_kids_player.run_bear_kids_player() ctrl+o 可以打开视频 ctrl +F2 可以关闭视频 在 .../bear_kids_player 文件加下有一个config.csv 文件，可以对一些参数进行设定 比如：Intervals(间隔时间)， 打开文件的快捷方式，关闭文件的快捷方式，题库筛选的阈值，题库筛选所需的类型 另外还有一个questions.csv 文件，这是一个题库。这个题库可以自己输入题目，答案，类型，以及想要显示在对话框里的图片链接，可以依据个人的情况自己添加题目。 下面是一个简单的演示 当然由于朗读功能使用的是gtts实际上链接google获取音频的，所以在国内可能朗读功能会不那么好用。不过本来也就给自己娃写的程序，倒是也没指望推广。 python的主程序用的pyqt5，总共用了我大概一周业余时间完成，由于对一些库以及发布python包不是很熟悉所以浪费了很多时间。 此外，视频解码程序是K-Lite_Codec_Pack_1526_Basic（17MB），可以从 下载到，需要安装解码程序才能对常见的视频格式进行支持。 家里的娃娃三岁半，原本小写字母认不熟，许多字母会搞混譬如p，q，g，d，b，还有一些小写字母认不出，教了无数遍都不上心学。自从使用了这个程序大概三天左右，小写字母都差不多认识了。增加了单词输入题目以后，娃娃只用了两天就可以不依赖我的帮助，自己把我事先设定的10个单词准确输入了。我们家娃从来没接触过键盘，有这个成绩我还比较满意。 后面可能会做
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,学习了Python其实可做很多事情，首先你可以找一份好工作！！ 来看看这份职业规划书 学了Python我们选的工作： web开发工程师 人工智能工程师 数据分析师 爬虫工程师 自动化运维工程师 自动化测试工程师 当然，如果你想自己做一些事情，比如爬一下喜欢的图片，爬某个网站，或者是抢火车票都可以，下面我们就来说说具体的！ 想聊私密话题，就用Python来做个聊天器 【Python】2小时利用Python实现一个聊天器 yun.itheima.com/open/343.html?2001stt 配套资料：https://pan.baidu.com/s/12mlxhKw1tFPSDuAZkkBLKQ 提取码：i1or 节假日抢不到火车票，不用怕，用Python全自动抢票 春运回家抢票无忧，Python大牛带你实现12306全自动抢票 yun.itheima.com/open/425.html?2001stt 配套资料：https://pan.baidu.com/s/1E3O-gFBbzaUcjtvSBROBtg 提取码：9epq 想去吃饭游玩不知道哪好，用Python实现实时比较 Python从零基础到大牛项目实战：抓取景点评论数量实现旅游景点推荐 yun.itheima.com/open/361.html?2001stt 配套资料：https://pan.baidu.com/s/1FcO28DBQIrFqZ1_dTyRitw 提取码：yem6 想换工作，可以利用Python爬取适合你的职位信息哦！ 用Python抓取职位信息 yun.itheima.com/open/356.html?2001stt 配套资料：https://pan.baidu.com/s/1_JankxPLCvwqpD8MR7ZoqQ 提取码：edrg 用Python搭建你想搭建的系统 从零搭建图书管理系统 yun.itheima.com/open/420.html?2001stt1 配套资料：https://pan.baidu.com/s/1jHMLUT4H-Bf1EYKlDZjwIQ 提取码：6arw 用Python搭建聊天机器人 Python搭建聊天机器人平台实战 yun.itheima.com/open/450.html?2001stt 配套资料：https://pan.baidu.com/
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,【Python】2小时利用Python实现一个聊天器 yun.itheima.com/open/343.html?2001stt
学 Python 都用来干嘛的？,我最近学python，不过不知道怎么练习，不知道用来写什么。大家都用来干嘛的？都说说python可以用来写什么好玩的东东。,学习了Python其实可做很多事情，首先你可以找一份好工作！！ 来看看这份职业规划书 学了Python我们选的工作： web开发工程师 人工智能工程师 数据分析师 爬虫工程师 自动化运维工程师 自动化测试工程师 当然，如果你想自己做一些事情，比如爬一下喜欢的图片，爬某个网站，或者是抢火车票都可以，下面我们就来说说具体的！ 想聊私密话题，就用Python来做个聊天器 【Python】2小时利用Python实现一个聊天器 yun.itheima.com/open/343.html?2001stt 配套资料：https://pan.baidu.com/s/12mlxhKw1tFPSDuAZkkBLKQ 提取码：i1or 节假日抢不到火车票，不用怕，用Python全自动抢票 春运回家抢票无忧，Python大牛带你实现12306全自动抢票 yun.itheima.com/open/425.html?2001stt 配套资料：https://pan.baidu.com/s/1E3O-gFBbzaUcjtvSBROBtg 提取码：9epq 想去吃饭游玩不知道哪好，用Python实现实时比较 Python从零基础到大牛项目实战：抓取景点评论数量实现旅游景点推荐 yun.itheima.com/open/361.html?2001stt 配套资料：https://pan.baidu.com/s/1FcO28DBQIrFqZ1_dTyRitw 提取码：yem6 想换工作，可以利用Python爬取适合你的职位信息哦！ 用Python抓取职位信息 yun.itheima.com/open/356.html?2001stt 配套资料：https://pan.baidu.com/s/1_JankxPLCvwqpD8MR7ZoqQ 提取码：edrg 用Python搭建你想搭建的系统 从零搭建图书管理系统 yun.itheima.com/open/420.html?2001stt1 配套资料：https://pan.baidu.com/s/1jHMLUT4H-Bf1EYKlDZjwIQ 提取码：6arw 用Python搭建聊天机器人 Python搭建聊天机器人平台实战 yun.itheima.com/open/450.html?2001stt 配套资料：https://pan.baidu.com/
